op,BANK_CONFLICT,EXEC_NUM_CONFLICT,RFC_NUM_CONFLICT,total,RFC_NUM_CONFLICT_pct,BANK_CONFLICT_pct,EXEC_NUM_CONFLICT_pct
LOAD_OP,60291,89765162,5079585,94905038,5.352281719754435,0.06352771282805872,94.58419056741751
DP_OP,14517,8447748,194479,8656744,2.2465606006138104,0.167695844996687,97.58574355438951
INTP_OP,141437,2997176,1110678,4249291,26.137960426810025,3.3284846813268376,70.53355489186313
ALU_OP,4343,1684162,484149,2172654,22.283759862361883,0.19989377047610896,77.516346367162
SP_OP,34480,12406,164733,211619,77.84414442937543,16.293433009323362,5.862422561301207
SPECIALIZED_UNIT_1_OP,0,43064,3124,46188,6.763661557114402,0.0,93.2363384428856
SFU_OP,148,10535,4278,14961,28.594345297774215,0.9892386872535259,70.41641601497226
