case,case_label,config,sched,ocs,reuse,rfc,bank,wbd,regb,ocu,dp,reuse_time,rfc_compiler_reuse_time,rfc_compiler_reuse_hit_time,reuse_time_rate,rfc_compiler_reuse_rate,computed_reuse_time_rate,computed_rfc_compiler_reuse_rate,compiler_reuse_coverage_pct,compiler_reuse_hit_over_all_reuse_pct,log_path
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528,gto,1,0,1,2,1,8,8,4,108970,26858,17043,4.0573,0.6346,4.057264129868195,0.6345595353339787,24.647150591906026,15.640084426906489,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839,gto,2,0,1,2,1,8,8,4,91134,26858,8251,3.3932,0.3072,3.3931789410976245,0.3072082805867898,29.470889020563128,9.053701143371299,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144,gto,4,0,1,2,1,8,8,4,62527,26858,3741,2.3281,0.1393,2.3280586789783304,0.13928810782634596,42.95424376669279,5.983015337374254,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455,gto,6,0,1,2,1,8,8,4,58220,26858,2608,2.1677,0.0971,2.16769677563482,0.09710328393774667,46.131913431810375,4.4795602885606325,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801,lrr,1,0,1,2,1,8,8,4,93497,26858,13792,3.4812,0.5135,3.481160175739072,0.5135155261002309,28.72605538145609,14.751275441992792,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111,lrr,2,0,1,2,1,8,8,4,81951,26858,7163,3.0513,0.2667,3.0512696403306276,0.26669893514036785,32.77324254737587,8.740588888482142,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422,lrr,4,0,1,2,1,8,8,4,61766,26858,2961,2.2997,0.1102,2.2997244768783975,0.11024648149527143,43.4834698701551,4.793899556390247,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt,nn,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733,lrr,6,0,1,2,1,8,8,4,51748,26858,2670,1.9267,0.0994,1.9267257427954427,0.09941172090252438,51.901522764164795,5.159619695447168,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt/nn-rodinia-2.0-ft___data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528,gto,1,0,1,2,1,8,8,4,10450,1992,684,5.246,0.3434,5.245983935742972,0.3433734939759036,19.0622009569378,6.545454545454546,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839,gto,2,0,1,2,1,8,8,4,9118,1992,348,4.5773,0.1747,4.577309236947791,0.1746987951807229,21.84689624917745,3.8166264531695546,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144,gto,4,0,1,2,1,8,8,4,9303,1992,347,4.6702,0.1742,4.670180722891566,0.17419678714859438,21.41244759754918,3.7299795764807055,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455,gto,6,0,1,2,1,8,8,4,8421,1992,312,4.2274,0.1566,4.227409638554217,0.1566265060240964,23.65514784467403,3.7050231563947276,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801,lrr,1,0,1,2,1,8,8,4,10450,1992,684,5.246,0.3434,5.245983935742972,0.3433734939759036,19.0622009569378,6.545454545454546,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111,lrr,2,0,1,2,1,8,8,4,9118,1992,348,4.5773,0.1747,4.577309236947791,0.1746987951807229,21.84689624917745,3.8166264531695546,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422,lrr,4,0,1,2,1,8,8,4,9303,1992,347,4.6702,0.1742,4.670180722891566,0.17419678714859438,21.41244759754918,3.7299795764807055,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
nw-rodinia-2.0-ft_128_10___data_result_128_10_txt,nw,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733,lrr,6,0,1,2,1,8,8,4,8421,1992,312,4.2274,0.1566,4.227409638554217,0.1566265060240964,23.65514784467403,3.7050231563947276,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt/nw-rodinia-2.0-ft_128_10___data_result_128_10_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528,gto,1,0,1,2,1,8,8,4,5366,480,308,11.1792,0.6417,11.179166666666667,0.6416666666666667,8.94521058516586,5.73984345881476,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839,gto,2,0,1,2,1,8,8,4,3704,480,426,7.7167,0.8875,7.716666666666667,0.8875,12.958963282937367,11.501079913606912,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144,gto,4,0,1,2,1,8,8,4,2444,480,134,5.0917,0.2792,5.091666666666667,0.2791666666666667,19.639934533551553,5.482815057283143,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455,gto,6,0,1,2,1,8,8,4,2293,480,72,4.7771,0.15,4.777083333333334,0.15,20.93327518534671,3.139991277802006,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801,lrr,1,0,1,2,1,8,8,4,2931,480,155,6.1062,0.3229,6.10625,0.3229166666666667,16.376663254861825,5.288297509382463,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111,lrr,2,0,1,2,1,8,8,4,3240,480,272,6.75,0.5667,6.75,0.5666666666666667,14.814814814814813,8.395061728395062,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422,lrr,4,0,1,2,1,8,8,4,2217,480,148,4.6188,0.3083,4.61875,0.30833333333333335,21.650879566982407,6.675687866486242,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt,pathfinder,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733,lrr,6,0,1,2,1,8,8,4,2512,480,36,5.2333,0.075,5.233333333333333,0.075,19.10828025477707,1.4331210191082804,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt/pathfinder-rodinia-2.0-ft_1000_20_5___data_result_1000_20_5_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528,gto,1,0,1,2,1,8,8,4,69081,24576,17773,2.8109,0.7232,2.8109130859375,0.7231852213541666,35.57562860989273,25.7277688510589,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839,gto,2,0,1,2,1,8,8,4,50642,24576,11514,2.0606,0.4685,2.0606282552083335,0.468505859375,48.52888906441294,22.73606887563682,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144,gto,4,0,1,2,1,8,8,4,41041,24576,8725,1.67,0.355,1.6699625651041667,0.3550211588541667,59.881581832801345,21.259228576301748,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455,gto,6,0,1,2,1,8,8,4,31178,24576,4077,1.2686,0.1659,1.2686360677083333,0.1658935546875,78.82481236769517,13.076528321252164,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801,lrr,1,0,1,2,1,8,8,4,42029,24576,7947,1.7102,0.3234,1.7101643880208333,0.3233642578125,58.473910871065215,18.90837279021628,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111,lrr,2,0,1,2,1,8,8,4,40470,24576,7599,1.6467,0.3092,1.646728515625,0.3092041015625,60.726464047442555,18.77687175685693,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_080111/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422,lrr,4,0,1,2,1,8,8,4,29865,24576,4729,1.2152,0.1924,1.2152099609375,0.19242350260416666,82.29030637870417,15.834588983760254,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_080422/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt,srad_v2,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733,lrr,6,0,1,2,1,8,8,4,26967,24576,3200,1.0973,0.1302,1.0972900390625,0.13020833333333334,91.13360774279676,11.866355174843326,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_080733/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/srad_v2-rodinia-2.0-ft___data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt.log
streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt,streamcluster,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528,gto,1,0,1,2,1,8,8,4,82193,43160,8299,1.9044,0.1923,1.9043790546802595,0.19228452270620947,52.510554426776004,10.096966894991057,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_074528/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt.log
streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt,streamcluster,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839,gto,2,0,1,2,1,8,8,4,55485,43160,6114,1.2856,0.1417,1.2855653382761816,0.1416589434661724,77.78678922231234,11.01919437685861,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs2_regb8_ocu8_dp4_20260615_074839/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt.log
streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt,streamcluster,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144,gto,4,0,1,2,1,8,8,4,43355,43160,2748,1.0045,0.0637,1.0045180722891567,0.06367006487488415,99.55022488755623,6.3383692769000115,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs4_regb8_ocu8_dp4_20260615_075144/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt.log
streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt,streamcluster,regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455,gto,6,0,1,2,1,8,8,4,38856,43160,1524,0.9003,0.0353,0.9002780352177943,0.03531047265987025,111.076796376364,3.9221741815935762,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_gto_rfc1_bank2_wbd1_reuse0_ocs6_regb8_ocu8_dp4_20260615_075455/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt.log
streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt,streamcluster,regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801,lrr,1,0,1,2,1,8,8,4,75316,43160,8225,1.745,0.1906,1.7450417052826692,0.19056997219647823,57.305220670242704,10.920654309841202,/Users/bytedance/Desktop/Accel-sim/accel-sim-framework/regress_result/20260615_074224/regress_sched_lrr_rfc1_bank2_wbd1_reuse0_ocs1_regb8_ocu8_dp4_20260615_075801/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt/streamcluster-rodinia-2.0-ft_3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt.log
