sched,ocs,dp,reuse,wbd,bank,regb,ocu,rfc,case_label,op,stage,stall,remain
gto,4,4,0,1,2,8,8,1,nn,SFU_OP,SCHEDULER,22469,37754
gto,4,4,0,1,2,8,8,1,nn,SFU_OP,OPERAND_COLLECTOR,274,9371
gto,4,4,0,1,2,8,8,1,nn,SFU_OP,EXECUTION_PIPELINE,0,86996
gto,4,4,0,1,2,8,8,1,nn,SFU_OP,WRITEBACK,1,3753
gto,4,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,SCHEDULER,7748,17113
gto,4,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,OPERAND_COLLECTOR,25176,38724
gto,4,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,EXECUTION_PIPELINE,0,38755
gto,4,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,WRITEBACK,4,4349
gto,4,4,0,1,2,8,8,1,nn,SP_OP,SCHEDULER,418224,772501
gto,4,4,0,1,2,8,8,1,nn,SP_OP,OPERAND_COLLECTOR,10020,364975
gto,4,4,0,1,2,8,8,1,nn,SP_OP,EXECUTION_PIPELINE,0,390208
gto,4,4,0,1,2,8,8,1,nn,SP_OP,WRITEBACK,7011,104563
gto,4,4,0,1,2,8,8,1,nw,ALU_OP,SCHEDULER,0,896
gto,4,4,0,1,2,8,8,1,nw,ALU_OP,OPERAND_COLLECTOR,0,1280
gto,4,4,0,1,2,8,8,1,nw,ALU_OP,EXECUTION_PIPELINE,0,3136
gto,4,4,0,1,2,8,8,1,nw,ALU_OP,WRITEBACK,0,640
gto,4,4,0,1,2,8,8,1,nw,INTP_OP,SCHEDULER,112471,181034
gto,4,4,0,1,2,8,8,1,nw,INTP_OP,OPERAND_COLLECTOR,1508,33090
gto,4,4,0,1,2,8,8,1,nw,INTP_OP,EXECUTION_PIPELINE,0,62888
gto,4,4,0,1,2,8,8,1,nw,INTP_OP,WRITEBACK,0,15128
gto,4,4,0,1,2,8,8,1,nw,LOAD_OP,SCHEDULER,8336,30988
gto,4,4,0,1,2,8,8,1,nw,LOAD_OP,OPERAND_COLLECTOR,7488,33728
gto,4,4,0,1,2,8,8,1,nw,LOAD_OP,EXECUTION_PIPELINE,0,2100561
gto,4,4,0,1,2,8,8,1,nw,LOAD_OP,WRITEBACK,0,0
gto,4,4,0,1,2,8,8,1,pathfinder,ALU_OP,SCHEDULER,2935,210619
gto,4,4,0,1,2,8,8,1,pathfinder,ALU_OP,OPERAND_COLLECTOR,2377,8307
gto,4,4,0,1,2,8,8,1,pathfinder,ALU_OP,EXECUTION_PIPELINE,0,11741
gto,4,4,0,1,2,8,8,1,pathfinder,ALU_OP,WRITEBACK,0,2600
gto,4,4,0,1,2,8,8,1,pathfinder,INTP_OP,SCHEDULER,347464,381144
gto,4,4,0,1,2,8,8,1,pathfinder,INTP_OP,OPERAND_COLLECTOR,14585,39897
gto,4,4,0,1,2,8,8,1,pathfinder,INTP_OP,EXECUTION_PIPELINE,0,51199
gto,4,4,0,1,2,8,8,1,pathfinder,INTP_OP,WRITEBACK,0,11008
gto,4,4,0,1,2,8,8,1,pathfinder,LOAD_OP,SCHEDULER,22415,35787
gto,4,4,0,1,2,8,8,1,pathfinder,LOAD_OP,OPERAND_COLLECTOR,14614,28243
gto,4,4,0,1,2,8,8,1,pathfinder,LOAD_OP,EXECUTION_PIPELINE,0,1852147
gto,4,4,0,1,2,8,8,1,pathfinder,LOAD_OP,WRITEBACK,0,0
gto,4,4,0,1,2,8,8,1,srad_v2,ALU_OP,SCHEDULER,620292,775670
gto,4,4,0,1,2,8,8,1,srad_v2,ALU_OP,OPERAND_COLLECTOR,40460,90306
gto,4,4,0,1,2,8,8,1,srad_v2,ALU_OP,EXECUTION_PIPELINE,0,97664
gto,4,4,0,1,2,8,8,1,srad_v2,ALU_OP,WRITEBACK,197,21957
gto,4,4,0,1,2,8,8,1,srad_v2,DP_OP,SCHEDULER,979816,1427529
gto,4,4,0,1,2,8,8,1,srad_v2,DP_OP,OPERAND_COLLECTOR,371461,403812
gto,4,4,0,1,2,8,8,1,srad_v2,DP_OP,EXECUTION_PIPELINE,0,1287359
gto,4,4,0,1,2,8,8,1,srad_v2,DP_OP,WRITEBACK,0,11264
gto,4,4,0,1,2,8,8,1,srad_v2,INTP_OP,SCHEDULER,257169,1138100
gto,4,4,0,1,2,8,8,1,srad_v2,INTP_OP,OPERAND_COLLECTOR,117830,328361
gto,4,4,0,1,2,8,8,1,srad_v2,INTP_OP,EXECUTION_PIPELINE,0,382552
gto,4,4,0,1,2,8,8,1,srad_v2,INTP_OP,WRITEBACK,167,83239
gto,4,4,0,1,2,8,8,1,srad_v2,LOAD_OP,SCHEDULER,312707,688856
gto,4,4,0,1,2,8,8,1,srad_v2,LOAD_OP,OPERAND_COLLECTOR,469959,643386
gto,4,4,0,1,2,8,8,1,srad_v2,LOAD_OP,EXECUTION_PIPELINE,0,14360157
gto,4,4,0,1,2,8,8,1,srad_v2,LOAD_OP,WRITEBACK,0,0
gto,4,4,0,1,2,8,8,1,srad_v2,SFU_OP,SCHEDULER,17674,25851
gto,4,4,0,1,2,8,8,1,srad_v2,SFU_OP,OPERAND_COLLECTOR,206,10933
gto,4,4,0,1,2,8,8,1,srad_v2,SFU_OP,EXECUTION_PIPELINE,0,118962
gto,4,4,0,1,2,8,8,1,srad_v2,SFU_OP,WRITEBACK,9,5129
gto,4,4,0,1,2,8,8,1,srad_v2,SP_OP,SCHEDULER,707306,1051220
gto,4,4,0,1,2,8,8,1,srad_v2,SP_OP,OPERAND_COLLECTOR,2008,107322
gto,4,4,0,1,2,8,8,1,srad_v2,SP_OP,EXECUTION_PIPELINE,0,182272
gto,4,4,0,1,2,8,8,1,srad_v2,SP_OP,WRITEBACK,1524,47092
gto,4,4,0,1,2,8,8,1,streamcluster,ALU_OP,SCHEDULER,1133937,2796393
gto,4,4,0,1,2,8,8,1,streamcluster,ALU_OP,OPERAND_COLLECTOR,206503,390624
gto,4,4,0,1,2,8,8,1,streamcluster,ALU_OP,EXECUTION_PIPELINE,0,360475
gto,4,4,0,1,2,8,8,1,streamcluster,ALU_OP,WRITEBACK,1,75661
gto,4,4,0,1,2,8,8,1,streamcluster,INTP_OP,SCHEDULER,3127588,4622646
gto,4,4,0,1,2,8,8,1,streamcluster,INTP_OP,OPERAND_COLLECTOR,189544,1419374
gto,4,4,0,1,2,8,8,1,streamcluster,INTP_OP,EXECUTION_PIPELINE,0,698228
gto,4,4,0,1,2,8,8,1,streamcluster,INTP_OP,WRITEBACK,91,154791
gto,4,4,0,1,2,8,8,1,streamcluster,LOAD_OP,SCHEDULER,4518667,12430383
gto,4,4,0,1,2,8,8,1,streamcluster,LOAD_OP,OPERAND_COLLECTOR,38930442,43393316
gto,4,4,0,1,2,8,8,1,streamcluster,LOAD_OP,EXECUTION_PIPELINE,0,228913616
gto,4,4,0,1,2,8,8,1,streamcluster,LOAD_OP,WRITEBACK,0,0
gto,4,4,0,1,2,8,8,1,streamcluster,SP_OP,SCHEDULER,5554304,6677096
gto,4,4,0,1,2,8,8,1,streamcluster,SP_OP,OPERAND_COLLECTOR,13999,424110
gto,4,4,0,1,2,8,8,1,streamcluster,SP_OP,EXECUTION_PIPELINE,0,582400
gto,4,4,0,1,2,8,8,1,streamcluster,SP_OP,WRITEBACK,5668,151268
lrr,2,4,0,1,2,8,8,1,backprop,ALU_OP,SCHEDULER,8675898,12152763
lrr,2,4,0,1,2,8,8,1,backprop,ALU_OP,OPERAND_COLLECTOR,23163,982085
lrr,2,4,0,1,2,8,8,1,backprop,ALU_OP,EXECUTION_PIPELINE,0,277904
lrr,2,4,0,1,2,8,8,1,backprop,ALU_OP,WRITEBACK,856,60255
lrr,2,4,0,1,2,8,8,1,backprop,DP_OP,SCHEDULER,2101712,2121389
lrr,2,4,0,1,2,8,8,1,backprop,DP_OP,OPERAND_COLLECTOR,1595071,2003188
lrr,2,4,0,1,2,8,8,1,backprop,DP_OP,EXECUTION_PIPELINE,0,1818900
lrr,2,4,0,1,2,8,8,1,backprop,DP_OP,WRITEBACK,0,14341
lrr,2,4,0,1,2,8,8,1,backprop,INTP_OP,SCHEDULER,2101047,3095941
lrr,2,4,0,1,2,8,8,1,backprop,INTP_OP,OPERAND_COLLECTOR,159582,572564
lrr,2,4,0,1,2,8,8,1,backprop,INTP_OP,EXECUTION_PIPELINE,0,531033
lrr,2,4,0,1,2,8,8,1,backprop,INTP_OP,WRITEBACK,513,111108
lrr,2,4,0,1,2,8,8,1,backprop,LOAD_OP,SCHEDULER,263740,1295383
lrr,2,4,0,1,2,8,8,1,backprop,LOAD_OP,OPERAND_COLLECTOR,412323,679223
lrr,2,4,0,1,2,8,8,1,backprop,LOAD_OP,EXECUTION_PIPELINE,0,32593490
lrr,2,4,0,1,2,8,8,1,backprop,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,backprop,SFU_OP,SCHEDULER,348,74669
lrr,2,4,0,1,2,8,8,1,backprop,SFU_OP,OPERAND_COLLECTOR,10636,28753
lrr,2,4,0,1,2,8,8,1,backprop,SFU_OP,EXECUTION_PIPELINE,0,213696
lrr,2,4,0,1,2,8,8,1,backprop,SFU_OP,WRITEBACK,5,8197
lrr,2,4,0,1,2,8,8,1,backprop,SP_OP,SCHEDULER,426502,467202
lrr,2,4,0,1,2,8,8,1,backprop,SP_OP,OPERAND_COLLECTOR,54,30711
lrr,2,4,0,1,2,8,8,1,backprop,SP_OP,EXECUTION_PIPELINE,0,40960
lrr,2,4,0,1,2,8,8,1,backprop,SP_OP,WRITEBACK,18,10258
lrr,2,4,0,1,2,8,8,1,bfs,ALU_OP,SCHEDULER,28855,274048
lrr,2,4,0,1,2,8,8,1,bfs,ALU_OP,OPERAND_COLLECTOR,1094,24371
lrr,2,4,0,1,2,8,8,1,bfs,ALU_OP,EXECUTION_PIPELINE,0,43509
lrr,2,4,0,1,2,8,8,1,bfs,ALU_OP,WRITEBACK,0,8766
lrr,2,4,0,1,2,8,8,1,bfs,INTP_OP,SCHEDULER,1492559,2039408
lrr,2,4,0,1,2,8,8,1,bfs,INTP_OP,OPERAND_COLLECTOR,69519,292348
lrr,2,4,0,1,2,8,8,1,bfs,INTP_OP,EXECUTION_PIPELINE,0,388774
lrr,2,4,0,1,2,8,8,1,bfs,INTP_OP,WRITEBACK,0,84413
lrr,2,4,0,1,2,8,8,1,bfs,LOAD_OP,SCHEDULER,62580,131252
lrr,2,4,0,1,2,8,8,1,bfs,LOAD_OP,OPERAND_COLLECTOR,6603,40270
lrr,2,4,0,1,2,8,8,1,bfs,LOAD_OP,EXECUTION_PIPELINE,0,5308408
lrr,2,4,0,1,2,8,8,1,bfs,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,heartwall,ALU_OP,SCHEDULER,113996,261372
lrr,2,4,0,1,2,8,8,1,heartwall,ALU_OP,OPERAND_COLLECTOR,13064,75648
lrr,2,4,0,1,2,8,8,1,heartwall,ALU_OP,EXECUTION_PIPELINE,0,110367
lrr,2,4,0,1,2,8,8,1,heartwall,ALU_OP,WRITEBACK,59,23111
lrr,2,4,0,1,2,8,8,1,heartwall,INTP_OP,SCHEDULER,945192,1715277
lrr,2,4,0,1,2,8,8,1,heartwall,INTP_OP,OPERAND_COLLECTOR,101583,458187
lrr,2,4,0,1,2,8,8,1,heartwall,INTP_OP,EXECUTION_PIPELINE,0,604109
lrr,2,4,0,1,2,8,8,1,heartwall,INTP_OP,WRITEBACK,486,130332
lrr,2,4,0,1,2,8,8,1,heartwall,LOAD_OP,SCHEDULER,152060,268039
lrr,2,4,0,1,2,8,8,1,heartwall,LOAD_OP,OPERAND_COLLECTOR,7836,58041
lrr,2,4,0,1,2,8,8,1,heartwall,LOAD_OP,EXECUTION_PIPELINE,0,9493798
lrr,2,4,0,1,2,8,8,1,heartwall,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,heartwall,SFU_OP,SCHEDULER,18712,27492
lrr,2,4,0,1,2,8,8,1,heartwall,SFU_OP,OPERAND_COLLECTOR,51,5180
lrr,2,4,0,1,2,8,8,1,heartwall,SFU_OP,EXECUTION_PIPELINE,0,56931
lrr,2,4,0,1,2,8,8,1,heartwall,SFU_OP,WRITEBACK,0,2448
lrr,2,4,0,1,2,8,8,1,hotspot,ALU_OP,SCHEDULER,1769635,2068026
lrr,2,4,0,1,2,8,8,1,hotspot,ALU_OP,OPERAND_COLLECTOR,22144,675785
lrr,2,4,0,1,2,8,8,1,hotspot,ALU_OP,EXECUTION_PIPELINE,0,533923
lrr,2,4,0,1,2,8,8,1,hotspot,ALU_OP,WRITEBACK,531,119145
lrr,2,4,0,1,2,8,8,1,hotspot,DP_OP,SCHEDULER,6780645,9750609
lrr,2,4,0,1,2,8,8,1,hotspot,DP_OP,OPERAND_COLLECTOR,1809637,2146331
lrr,2,4,0,1,2,8,8,1,hotspot,DP_OP,EXECUTION_PIPELINE,0,7843400
lrr,2,4,0,1,2,8,8,1,hotspot,DP_OP,WRITEBACK,0,73871
lrr,2,4,0,1,2,8,8,1,hotspot,INTP_OP,SCHEDULER,268775,1421337
lrr,2,4,0,1,2,8,8,1,hotspot,INTP_OP,OPERAND_COLLECTOR,105152,625643
lrr,2,4,0,1,2,8,8,1,hotspot,INTP_OP,EXECUTION_PIPELINE,0,901299
lrr,2,4,0,1,2,8,8,1,hotspot,INTP_OP,WRITEBACK,2800,196649
lrr,2,4,0,1,2,8,8,1,hotspot,LOAD_OP,SCHEDULER,158451,397743
lrr,2,4,0,1,2,8,8,1,hotspot,LOAD_OP,OPERAND_COLLECTOR,199374,515523
lrr,2,4,0,1,2,8,8,1,hotspot,LOAD_OP,EXECUTION_PIPELINE,0,13534409
lrr,2,4,0,1,2,8,8,1,hotspot,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,hotspot,SFU_OP,SCHEDULER,18,14354
lrr,2,4,0,1,2,8,8,1,hotspot,SFU_OP,OPERAND_COLLECTOR,1668,33281
lrr,2,4,0,1,2,8,8,1,hotspot,SFU_OP,EXECUTION_PIPELINE,0,342339
lrr,2,4,0,1,2,8,8,1,hotspot,SFU_OP,WRITEBACK,2,14338
lrr,2,4,0,1,2,8,8,1,hotspot,SP_OP,SCHEDULER,524112,934323
lrr,2,4,0,1,2,8,8,1,hotspot,SP_OP,OPERAND_COLLECTOR,2754,216374
lrr,2,4,0,1,2,8,8,1,hotspot,SP_OP,EXECUTION_PIPELINE,0,369552
lrr,2,4,0,1,2,8,8,1,hotspot,SP_OP,WRITEBACK,2899,95287
lrr,2,4,0,1,2,8,8,1,lud,ALU_OP,SCHEDULER,678,2880
lrr,2,4,0,1,2,8,8,1,lud,ALU_OP,OPERAND_COLLECTOR,784,3816
lrr,2,4,0,1,2,8,8,1,lud,ALU_OP,EXECUTION_PIPELINE,0,6278
lrr,2,4,0,1,2,8,8,1,lud,ALU_OP,WRITEBACK,0,1342
lrr,2,4,0,1,2,8,8,1,lud,INTP_OP,SCHEDULER,10820,25836
lrr,2,4,0,1,2,8,8,1,lud,INTP_OP,OPERAND_COLLECTOR,2692,18987
lrr,2,4,0,1,2,8,8,1,lud,INTP_OP,EXECUTION_PIPELINE,0,28683
lrr,2,4,0,1,2,8,8,1,lud,INTP_OP,WRITEBACK,0,6490
lrr,2,4,0,1,2,8,8,1,lud,LOAD_OP,SCHEDULER,18800,59894
lrr,2,4,0,1,2,8,8,1,lud,LOAD_OP,OPERAND_COLLECTOR,28635,55394
lrr,2,4,0,1,2,8,8,1,lud,LOAD_OP,EXECUTION_PIPELINE,0,931246
lrr,2,4,0,1,2,8,8,1,lud,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,lud,SFU_OP,SCHEDULER,5880,6400
lrr,2,4,0,1,2,8,8,1,lud,SFU_OP,OPERAND_COLLECTOR,0,312
lrr,2,4,0,1,2,8,8,1,lud,SFU_OP,EXECUTION_PIPELINE,0,3588
lrr,2,4,0,1,2,8,8,1,lud,SFU_OP,WRITEBACK,0,156
lrr,2,4,0,1,2,8,8,1,lud,SP_OP,SCHEDULER,131589,149200
lrr,2,4,0,1,2,8,8,1,lud,SP_OP,OPERAND_COLLECTOR,1,15373
lrr,2,4,0,1,2,8,8,1,lud,SP_OP,EXECUTION_PIPELINE,0,20256
lrr,2,4,0,1,2,8,8,1,lud,SP_OP,WRITEBACK,0,5064
lrr,2,4,0,1,2,8,8,1,nn,ALU_OP,SCHEDULER,135920,823102
lrr,2,4,0,1,2,8,8,1,nn,ALU_OP,OPERAND_COLLECTOR,9356,119456
lrr,2,4,0,1,2,8,8,1,nn,ALU_OP,EXECUTION_PIPELINE,0,188826
lrr,2,4,0,1,2,8,8,1,nn,ALU_OP,WRITEBACK,252,42118
lrr,2,4,0,1,2,8,8,1,nn,INTP_OP,SCHEDULER,1925415,6489166
lrr,2,4,0,1,2,8,8,1,nn,INTP_OP,OPERAND_COLLECTOR,74666,743889
lrr,2,4,0,1,2,8,8,1,nn,INTP_OP,EXECUTION_PIPELINE,0,645132
lrr,2,4,0,1,2,8,8,1,nn,INTP_OP,WRITEBACK,722,145083
lrr,2,4,0,1,2,8,8,1,nn,LOAD_OP,SCHEDULER,2860293,4179775
lrr,2,4,0,1,2,8,8,1,nn,LOAD_OP,OPERAND_COLLECTOR,7535778,11752504
lrr,2,4,0,1,2,8,8,1,nn,LOAD_OP,EXECUTION_PIPELINE,0,216957617
lrr,2,4,0,1,2,8,8,1,nn,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,nn,SFU_OP,SCHEDULER,22701,37750
lrr,2,4,0,1,2,8,8,1,nn,SFU_OP,OPERAND_COLLECTOR,170,10483
lrr,2,4,0,1,2,8,8,1,nn,SFU_OP,EXECUTION_PIPELINE,0,87144
lrr,2,4,0,1,2,8,8,1,nn,SFU_OP,WRITEBACK,0,3752
lrr,2,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,SCHEDULER,15506,25071
lrr,2,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,OPERAND_COLLECTOR,6317,23000
lrr,2,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,EXECUTION_PIPELINE,0,38285
lrr,2,4,0,1,2,8,8,1,nn,SPECIALIZED_UNIT_1_OP,WRITEBACK,0,4346
lrr,2,4,0,1,2,8,8,1,nn,SP_OP,SCHEDULER,325319,675644
lrr,2,4,0,1,2,8,8,1,nn,SP_OP,OPERAND_COLLECTOR,5506,272138
lrr,2,4,0,1,2,8,8,1,nn,SP_OP,EXECUTION_PIPELINE,0,390208
lrr,2,4,0,1,2,8,8,1,nn,SP_OP,WRITEBACK,5479,103031
lrr,2,4,0,1,2,8,8,1,nw,ALU_OP,SCHEDULER,64,960
lrr,2,4,0,1,2,8,8,1,nw,ALU_OP,OPERAND_COLLECTOR,0,1344
lrr,2,4,0,1,2,8,8,1,nw,ALU_OP,EXECUTION_PIPELINE,0,3136
lrr,2,4,0,1,2,8,8,1,nw,ALU_OP,WRITEBACK,0,640
lrr,2,4,0,1,2,8,8,1,nw,INTP_OP,SCHEDULER,110798,179046
lrr,2,4,0,1,2,8,8,1,nw,INTP_OP,OPERAND_COLLECTOR,902,32684
lrr,2,4,0,1,2,8,8,1,nw,INTP_OP,EXECUTION_PIPELINE,0,62740
lrr,2,4,0,1,2,8,8,1,nw,INTP_OP,WRITEBACK,0,15128
lrr,2,4,0,1,2,8,8,1,nw,LOAD_OP,SCHEDULER,13200,37772
lrr,2,4,0,1,2,8,8,1,nw,LOAD_OP,OPERAND_COLLECTOR,5760,37028
lrr,2,4,0,1,2,8,8,1,nw,LOAD_OP,EXECUTION_PIPELINE,0,2099356
lrr,2,4,0,1,2,8,8,1,nw,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,pathfinder,ALU_OP,SCHEDULER,2642,210454
lrr,2,4,0,1,2,8,8,1,pathfinder,ALU_OP,OPERAND_COLLECTOR,1330,7400
lrr,2,4,0,1,2,8,8,1,pathfinder,ALU_OP,EXECUTION_PIPELINE,0,11645
lrr,2,4,0,1,2,8,8,1,pathfinder,ALU_OP,WRITEBACK,0,2600
lrr,2,4,0,1,2,8,8,1,pathfinder,INTP_OP,SCHEDULER,348661,382625
lrr,2,4,0,1,2,8,8,1,pathfinder,INTP_OP,OPERAND_COLLECTOR,6587,35563
lrr,2,4,0,1,2,8,8,1,pathfinder,INTP_OP,EXECUTION_PIPELINE,0,50491
lrr,2,4,0,1,2,8,8,1,pathfinder,INTP_OP,WRITEBACK,0,11008
lrr,2,4,0,1,2,8,8,1,pathfinder,LOAD_OP,SCHEDULER,18848,33837
lrr,2,4,0,1,2,8,8,1,pathfinder,LOAD_OP,OPERAND_COLLECTOR,14265,29597
lrr,2,4,0,1,2,8,8,1,pathfinder,LOAD_OP,EXECUTION_PIPELINE,0,1845521
lrr,2,4,0,1,2,8,8,1,pathfinder,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,srad_v2,ALU_OP,SCHEDULER,628633,791905
lrr,2,4,0,1,2,8,8,1,srad_v2,ALU_OP,OPERAND_COLLECTOR,7592,91401
lrr,2,4,0,1,2,8,8,1,srad_v2,ALU_OP,EXECUTION_PIPELINE,0,96163
lrr,2,4,0,1,2,8,8,1,srad_v2,ALU_OP,WRITEBACK,121,21881
lrr,2,4,0,1,2,8,8,1,srad_v2,DP_OP,SCHEDULER,950064,1428587
lrr,2,4,0,1,2,8,8,1,srad_v2,DP_OP,OPERAND_COLLECTOR,345175,392649
lrr,2,4,0,1,2,8,8,1,srad_v2,DP_OP,EXECUTION_PIPELINE,0,1291136
lrr,2,4,0,1,2,8,8,1,srad_v2,DP_OP,WRITEBACK,0,11264
lrr,2,4,0,1,2,8,8,1,srad_v2,INTP_OP,SCHEDULER,309077,1240867
lrr,2,4,0,1,2,8,8,1,srad_v2,INTP_OP,OPERAND_COLLECTOR,36077,289670
lrr,2,4,0,1,2,8,8,1,srad_v2,INTP_OP,EXECUTION_PIPELINE,0,374609
lrr,2,4,0,1,2,8,8,1,srad_v2,INTP_OP,WRITEBACK,192,83264
lrr,2,4,0,1,2,8,8,1,srad_v2,LOAD_OP,SCHEDULER,281084,663760
lrr,2,4,0,1,2,8,8,1,srad_v2,LOAD_OP,OPERAND_COLLECTOR,217384,396590
lrr,2,4,0,1,2,8,8,1,srad_v2,LOAD_OP,EXECUTION_PIPELINE,0,14366335
lrr,2,4,0,1,2,8,8,1,srad_v2,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,srad_v2,SFU_OP,SCHEDULER,18264,26653
lrr,2,4,0,1,2,8,8,1,srad_v2,SFU_OP,OPERAND_COLLECTOR,186,21002
lrr,2,4,0,1,2,8,8,1,srad_v2,SFU_OP,EXECUTION_PIPELINE,0,119638
lrr,2,4,0,1,2,8,8,1,srad_v2,SFU_OP,WRITEBACK,15,5135
lrr,2,4,0,1,2,8,8,1,srad_v2,SP_OP,SCHEDULER,692062,1051196
lrr,2,4,0,1,2,8,8,1,srad_v2,SP_OP,OPERAND_COLLECTOR,870,119735
lrr,2,4,0,1,2,8,8,1,srad_v2,SP_OP,EXECUTION_PIPELINE,0,182272
lrr,2,4,0,1,2,8,8,1,srad_v2,SP_OP,WRITEBACK,1046,46614
lrr,2,4,0,1,2,8,8,1,streamcluster,ALU_OP,SCHEDULER,1160978,2903600
lrr,2,4,0,1,2,8,8,1,streamcluster,ALU_OP,OPERAND_COLLECTOR,66314,267187
lrr,2,4,0,1,2,8,8,1,streamcluster,ALU_OP,EXECUTION_PIPELINE,0,351815
lrr,2,4,0,1,2,8,8,1,streamcluster,ALU_OP,WRITEBACK,38,75698
lrr,2,4,0,1,2,8,8,1,streamcluster,INTP_OP,SCHEDULER,3153456,4434927
lrr,2,4,0,1,2,8,8,1,streamcluster,INTP_OP,OPERAND_COLLECTOR,56282,1344013
lrr,2,4,0,1,2,8,8,1,streamcluster,INTP_OP,EXECUTION_PIPELINE,0,682096
lrr,2,4,0,1,2,8,8,1,streamcluster,INTP_OP,WRITEBACK,2,154702
lrr,2,4,0,1,2,8,8,1,streamcluster,LOAD_OP,SCHEDULER,4887372,12414308
lrr,2,4,0,1,2,8,8,1,streamcluster,LOAD_OP,OPERAND_COLLECTOR,20254901,26441083
lrr,2,4,0,1,2,8,8,1,streamcluster,LOAD_OP,EXECUTION_PIPELINE,0,231890262
lrr,2,4,0,1,2,8,8,1,streamcluster,LOAD_OP,WRITEBACK,0,0
lrr,2,4,0,1,2,8,8,1,streamcluster,SP_OP,SCHEDULER,5202846,6155714
lrr,2,4,0,1,2,8,8,1,streamcluster,SP_OP,OPERAND_COLLECTOR,736,440337
lrr,2,4,0,1,2,8,8,1,streamcluster,SP_OP,EXECUTION_PIPELINE,0,582400
lrr,2,4,0,1,2,8,8,1,streamcluster,SP_OP,WRITEBACK,3236,148836
gto,3,4,0,1,2,8,8,1,backprop,ALU_OP,SCHEDULER,6896413,9569375
gto,3,4,0,1,2,8,8,1,backprop,ALU_OP,OPERAND_COLLECTOR,104171,902705
gto,3,4,0,1,2,8,8,1,backprop,ALU_OP,EXECUTION_PIPELINE,0,276927
gto,3,4,0,1,2,8,8,1,backprop,ALU_OP,WRITEBACK,850,60249
gto,3,4,0,1,2,8,8,1,backprop,DP_OP,SCHEDULER,2505587,2544159
gto,3,4,0,1,2,8,8,1,backprop,DP_OP,OPERAND_COLLECTOR,2368720,2677744
gto,3,4,0,1,2,8,8,1,backprop,DP_OP,EXECUTION_PIPELINE,0,1825993
gto,3,4,0,1,2,8,8,1,backprop,DP_OP,WRITEBACK,0,14341
gto,3,4,0,1,2,8,8,1,backprop,INTP_OP,SCHEDULER,1073308,1548488
gto,3,4,0,1,2,8,8,1,backprop,INTP_OP,OPERAND_COLLECTOR,251470,620804
gto,3,4,0,1,2,8,8,1,backprop,INTP_OP,EXECUTION_PIPELINE,0,531935
gto,3,4,0,1,2,8,8,1,backprop,INTP_OP,WRITEBACK,730,111325
gto,3,4,0,1,2,8,8,1,backprop,LOAD_OP,SCHEDULER,239492,2249166
gto,3,4,0,1,2,8,8,1,backprop,LOAD_OP,OPERAND_COLLECTOR,487791,697858
gto,3,4,0,1,2,8,8,1,backprop,LOAD_OP,EXECUTION_PIPELINE,0,30523883
gto,3,4,0,1,2,8,8,1,backprop,LOAD_OP,WRITEBACK,0,0
gto,3,4,0,1,2,8,8,1,backprop,SFU_OP,SCHEDULER,932,325769
gto,3,4,0,1,2,8,8,1,backprop,SFU_OP,OPERAND_COLLECTOR,1017,19433
gto,3,4,0,1,2,8,8,1,backprop,SFU_OP,EXECUTION_PIPELINE,0,197766
gto,3,4,0,1,2,8,8,1,backprop,SFU_OP,WRITEBACK,2,8194
gto,3,4,0,1,2,8,8,1,backprop,SP_OP,SCHEDULER,439149,459567
gto,3,4,0,1,2,8,8,1,backprop,SP_OP,OPERAND_COLLECTOR,205,24235
gto,3,4,0,1,2,8,8,1,backprop,SP_OP,EXECUTION_PIPELINE,0,40960
gto,3,4,0,1,2,8,8,1,backprop,SP_OP,WRITEBACK,566,10806
gto,3,4,0,1,2,8,8,1,bfs,ALU_OP,SCHEDULER,11235,265223
gto,3,4,0,1,2,8,8,1,bfs,ALU_OP,OPERAND_COLLECTOR,14618,35624
gto,3,4,0,1,2,8,8,1,bfs,ALU_OP,EXECUTION_PIPELINE,0,43627
gto,3,4,0,1,2,8,8,1,bfs,ALU_OP,WRITEBACK,0,8766
gto,3,4,0,1,2,8,8,1,bfs,INTP_OP,SCHEDULER,1481375,1998245
