sched,ocs,EXECUTION_PIPELINE,OPERAND_COLLECTOR,SCHEDULER,WRITEBACK
gto,1,84.82494501025901,4.077322236287295,10.829886593277427,0.26784616017626395
gto,2,80.85821709091613,7.225177851996264,11.649627462371226,0.26697759471637733
gto,3,78.77225705550283,9.528708321898403,11.43760985292495,0.2614247696738144
gto,4,76.6630120622559,11.713477881381658,11.366190435742753,0.25731962061967945
lrr,1,84.10598922644257,4.503690844479055,11.128650776045609,0.2616691530327706
lrr,2,79.98483511938748,7.647622892571973,12.099035525257147,0.26850646278339174
lrr,3,77.52417214756262,9.961085415951192,12.257903946788522,0.25683848969766526
